bid_pbanc_no,bid_pbanc_ord,bid_clsf_no,bid_prgrs_ord,bid_pbanc_nm,bid_pbanc_num,pbanc_stts_cd,pbanc_stts_cd_nm,prcm_bsne_se_cd,prcm_bsne_se_cd_nm,bid_mthd_cd,bid_mthd_cd_nm,std_ctrt_mthd_cd,std_ctrt_mthd_cd_nm,scsbd_mthd_cd,scsbd_mthd_cd_nm,grp_nm,pbanc_pstg_dt,slpr_rcpt_ddln_dt,pbanc_knd_cd,pbanc_knd_cd_nm,pbanc_stts_grid_cd_nm,row_num,tot_cnt,current_page,record_count_per_page,next_row_yn,edoc_no,usr_doc_no_val,pbanc_inst_unty_grp_no,pbanc_pstg_yn,pbanc_dscr_trgt_yn,slpr_rcpt_bgng_yn,slpr_rcpt_ddln_yn,onbs_prnmnt_yn,bid_qlfc_end_yn,pbanc_bfss_yn,bid_pbanc_pgst_cd,bid_pbanc_pgst_cd_nm,sfbr_slctn_ord,sfbr_slctn_rslt_cd,doc_sbmsn_ddln_dt,cvln_qlem_crtr_no,cvln_qlem_pgst_cd,objtdmd_term_dt,bdng_amt_yn_nm,slpr_rcpt_ddln_dt1
R26BK01315556,000,1,000,2026년 대구센터 CT 입찰 재공고,R26BK01315556000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,(재)한국의학연구소,2026-02-04 11:13:00,,공440002,실공고,입찰개시,174,49943,2,100,True,구매입찰2026-0004,구매입찰2026-0004,IN0100000083764,True,False,True,True,False,False,False,입160003,,,,,,,,,
R26BK01315527,000,0,000,용호3구역 재건축정비사업조합 감정평가법인등 선정 입찰공고,R26BK01315527000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,용호3구역 재건축정비사업조합,2026-02-04 11:08:00,2026-02-13 14:00:00,공440002,실공고,입찰개시,175,49943,2,100,True,용호3구역재건축정비사업조합공고제2026-04호,용호3구역재건축정비사업조합공고제2026-04호,IN0000000011267,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01315257,000,0,000,DB프로미 농구단 콘텐츠 제작 인프라 구축 3차재공고,R26BK01315257000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,디비손해보험(주),2026-02-04 10:49:00,2026-02-19 12:00:00,공440002,실공고,입찰개시,176,49943,2,100,True,20260204,20260204,IN0100000076349,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01314604,000,0,000,응봉대림2차아파트 재건축정비사업 도시계획업체 선정 입찰공고,R26BK01314604000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,응봉대림2차아파트 재건축추진준비위원회,2026-02-04 09:54:00,2026-02-13 16:00:00,공440002,실공고,입찰개시,177,49943,2,100,True,응봉대림2차아파트재건축추진준비위원회공고제2026-01호,응봉대림2차아파트재건축추진준비위원회공고제2026-01호,IN0000000002772,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01314861,000,0,000,건축물정밀안전진단내진성능평가 포함,R26BK01314861000,공400001,등록공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,대륭테크노타운17차관리단운영위원회,2026-02-04 09:13:00,,공440002,실공고,입찰개시,178,49943,2,100,True,DRT17-01,DRT17-01,IN0100000089793,True,False,True,True,False,False,False,입160003,,,,,,,,,
R26BK01314253,000,0,000,더케이제주호텔 청소미화·기물·직원식당 관리용역,R26BK01314253000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,더케이제주호텔(주),2026-02-03 17:51:00,2026-03-06 14:00:00,공440002,실공고,입찰개시,179,49943,2,100,True,인사관리-31,인사관리-31,IN0100000090627,True,False,False,False,False,False,False,입160003,,,,,,,,,
R26BK01314212,000,0,000,더케이제주호텔 객실·스포츠센터 관리용역,R26BK01314212000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,더케이제주호텔(주),2026-02-03 17:42:00,2026-03-06 14:00:00,공440002,실공고,입찰개시,180,49943,2,100,True,인사관리-32,인사관리-32,IN0100000090627,True,False,False,False,False,False,False,입160003,,,,,,,,,
R26BK01314048,000,0,000,외부회계감사 업체선정 입찰공고,R26BK01314048000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030021,최저가낙찰제,상남아크로타워관리단대표위원회,2026-02-03 17:09:00,2026-02-10 10:00:00,공440002,실공고,입찰개시,181,49943,2,100,True,입찰공고-01,입찰공고-01,IN0100000102471,True,False,True,False,False,True,False,입160003,,,,,,,,,
R26BK01313866,000,0,000,설계자 선정을 위한 입찰 공고,R26BK01313866000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,수안동반도보라맨션소규모재건축정비사업조합,2026-02-03 16:46:00,2026-02-23 14:00:00,공440002,실공고,입찰개시,182,49943,2,100,True,공고제2026-03호,공고제2026-03호,IN0100000111028,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01313941,000,0,000,평택1구역 재개발사업 호텔기술지도업체 선정 입찰공고,R26BK01313941000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,평택1구역재개발정비사업조합,2026-02-03 16:46:00,2026-02-11 12:00:00,공440002,실공고,입찰개시,183,49943,2,100,True,평택1구역공고제2026-0203-04호,평택1구역공고제2026-0203-04호,IN0000000001676,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01311381,001,0,000,일산 문촌6구역문촌14.15.18.19단지 도시계획업체 선정 입찰공고,R26BK01311381001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,문촌6구역(문촌14.15.18.19단지)주민대표단,2026-02-03 16:43:00,2026-02-10 16:00:00,공440002,실공고,입찰개시,184,49943,2,100,True,일산문촌6구역주민대표단공고제2026-02호,일산문촌6구역주민대표단공고제2026-02호,IN0000000014008,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01313913,000,0,000,평택1구역 재개발사업 소방시설공사 협력업체 선정 입찰공고,R26BK01313913000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,평택1구역재개발정비사업조합,2026-02-03 16:39:00,2026-02-19 12:00:00,공440002,실공고,입찰개시,185,49943,2,100,True,평택1구역공고제2026-0203-03호,평택1구역공고제2026-0203-03호,IN0000000001676,True,True,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01313338,000,0,000,전력용 변압기 정밀점검 공사,R26BK01313338000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,신평택발전(주),2026-02-03 16:36:00,2026-02-12 14:00:00,공440002,실공고,입찰개시,186,49943,2,100,True,26-016,26-016,IN0100000127694,True,False,True,False,False,False,False,입160003,,,,,,,,,
R26BK01313881,000,0,000,평택1구역 재개발사업 친환경설계 및 인증 협력업체 선정 입찰 공고,R26BK01313881000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,평택1구역재개발정비사업조합,2026-02-03 16:34:00,2026-02-11 12:00:00,공440002,실공고,입찰개시,187,49943,2,100,True,평택1구역공고제2026-0203-02호,평택1구역공고제2026-0203-02호,IN0000000001676,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01313807,000,0,000,평택1구역 재개발사업 경관심의 협력업체 선정 입찰공고,R26BK01313807000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,평택1구역재개발정비사업조합,2026-02-03 16:32:00,2026-02-11 12:00:00,공440002,실공고,입찰개시,188,49943,2,100,True,평택1구역공고제2026-0203-01호,평택1구역공고제2026-0203-01호,IN0000000001676,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01313701,000,0,000,여의도 한양아파트 재건축사업 건설사업관리 CM 용역업체 선정 입찰공고,R26BK01313701000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,케이비부동산신탁(주),2026-02-03 16:14:00,2026-02-13 11:00:00,공440002,실공고,입찰개시,189,49943,2,100,True,케이비부동산신탁2026-01,케이비부동산신탁2026-01,IN0100000091973,True,False,True,False,False,False,False,입160003,,,,,202412261297,민020000,,,
R26BK01311340,001,0,000,일산 문촌6구역문촌14.15.18.19단지 통합재건축 사업 우선협상대상자 예비신탁사 선정 입찰 공고,R26BK01311340001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,문촌6구역(문촌14.15.18.19단지)주민대표단,2026-02-03 16:00:00,2026-02-10 16:00:00,공440002,실공고,입찰개시,190,49943,2,100,True,일산문촌6구역주민대표단공고제2026-01호,일산문촌6구역주민대표단공고제2026-01호,IN0000000014008,True,False,True,False,False,False,False,입160003,,,,,202412260183,민020000,,,
R26BK01313496,000,0,000,슬러지자원화2·3단계시설 FRTO 유지보수 공사,R26BK01313496000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030002,지명경쟁,낙030021,최저가낙찰제,그린에너지개발주식회사,2026-02-03 15:29:00,2026-02-10 11:00:00,공440002,실공고,입찰개시,191,49943,2,100,True,그린제2026-03호,그린제2026-03호,IN0100000096513,True,False,True,False,False,True,False,입160003,,,,,,,,,
R26BK01313481,000,0,000,소내 정비편의시설 설치공사,R26BK01313481000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,동두천드림파워（주）,2026-02-03 15:27:00,2026-02-12 16:00:00,공440002,실공고,입찰개시,192,49943,2,100,True,260203,260203,IN0100000090984,True,True,True,False,False,False,False,입160003,,,,,,,,,
R26BK01300833,001,0,000,광신대교 첨가배관 보수공사 감리용역,R26BK01300833001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,(주)해양에너지,2026-02-03 15:20:00,2026-02-06 10:00:00,공440002,실공고,접수완료,193,49943,2,100,True,해양에너지-0059,해양에너지-0059,IN0100000115042,True,False,True,True,True,True,False,입160002,접수완료,,,,,,,,
R26BK01313271,000,0,000,재공고-26년 이라크 방산전시회 IQDEX 전시업체 선정,R26BK01313271000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,한국항공우주산업주식회사,2026-02-03 14:55:00,,공440002,실공고,입찰개시,194,49943,2,100,True,K-260203-001,K-260203-001,IN0100000086382,True,False,True,True,False,False,False,입160003,,,,,,,,,
R26BK01305007,001,0,000,방배우성아파트 재건축추진준비위원회 도시계획업체 선정 입찰공고,R26BK01305007001,공400002,변경공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030001,적격심사제,방배우성아파트 재건축 추진준비위원회,2026-02-03 14:47:00,,공440002,실공고,입찰개시,195,49943,2,100,True,2026-01,2026-01,IN0000000013990,True,False,True,True,False,False,False,입160003,,,,,202412261293,민020000,,,
R26BK01313091,000,0,000,여의도 광장아파트 28재건축사업 전체회의대행 업체 선정 입찰 공고,R26BK01313091000,공400004,재공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,한국자산신탁(주),2026-02-03 14:26:00,2026-02-09 14:00:00,공440002,실공고,개찰완료,196,49943,2,100,True,524_2020_021559,524_2020_021559,IN0100000085309,True,False,True,True,True,True,False,입160004,,,,,202412260183,민020000,,,
R26BK01313002,000,1,000,2026년 상반기 축산농가 풀사료 공급업체 모집,R26BK01313002000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,전국한우협회 문경시지부,2026-02-03 14:14:00,,공440002,실공고,입찰개시,197,49943,2,100,True,한우협회문경시지부제2026-01호,한우협회문경시지부제2026-01호,IN0100000116196,True,True,True,True,False,False,False,입160003,,,,,,,,,
R26BK01312905,000,1,000,"인수영농조합법인 친환경농산물 생산,유통인프라구축 물품구매 및 설치",R26BK01312905000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030003,제한경쟁,낙030001,적격심사제,인수영농조합법인,2026-02-03 13:59:00,2026-02-10 17:00:00,공440002,실공고,입찰개시,198,49943,2,100,True,제2026-1호,제2026-1호,IN0100000117340,True,False,True,False,False,True,False,입160003,,,,,202412260183,민020000,,,
R26BK01312728,000,1,000,2026년 강남센터 MRI 입찰 재공고,R26BK01312728000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,(재)한국의학연구소,2026-02-03 13:31:00,,공440002,실공고,입찰개시,199,49943,2,100,True,구매입찰2026-0003,구매입찰2026-0003,IN0100000083764,True,False,True,True,False,False,False,입160003,,,,,,,,,
R26BK01312633,000,0,000,SIMTOS 2026 경비용역 업체 선정 재입찰공고,R26BK01312633000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030021,최저가낙찰제,한국공작기계산업협회,2026-02-03 13:15:00,,공440002,실공고,입찰개시,200,49943,2,100,True,운영지원팀-105호_재,운영지원팀-105호_재,IN0100000083385,True,False,True,True,False,False,False,입160003,,,,,,,,,
