bid_pbanc_no,bid_pbanc_ord,bid_clsf_no,bid_prgrs_ord,bid_pbanc_nm,bid_pbanc_num,pbanc_stts_cd,pbanc_stts_cd_nm,prcm_bsne_se_cd,prcm_bsne_se_cd_nm,bid_mthd_cd,bid_mthd_cd_nm,std_ctrt_mthd_cd,std_ctrt_mthd_cd_nm,scsbd_mthd_cd,scsbd_mthd_cd_nm,pbanc_inst_unty_grp_no,pbanc_inst_unty_grp_no_nm,grp_nm,pic_id,pic_id_nm,bid_blff_id,bid_blff_id_nm,bsne_tlph_no,bsne_fax_no,bsne_eml,pbanc_pstg_dt,slpr_rcpt_bgng_dt,slpr_rcpt_ddln_dt,onbs_prnmnt_dt,bid_qlfc_reg_dt,onbs_plac_nm,zip,base_addr,dtl_addr,unty_addr,edoc_no,usr_doc_no_val,rbid_prms_yn,pbanc_pstg_yn,rgn_lmt_yn,lcns_lmt_yn,pnpr_use_yn,pnpr_rls_yn,unty_atch_file_no
R26BK01320256,000,0,000,"감만1구역 재개발정비사업조합 소방, 전기설계 용역업체 선정을 위한 입찰공고",R26BK01320256000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000103452,감만1구역주택재개발정비사업조합,감만1구역주택재개발정비사업조합,UN00000446635,이재혁,UN00000446635,이재혁,0519270090,0519270091,sindo1133@naver.com,2026-02-05 16:38:17,2026-02-13 13:00:00,2026-02-23 15:00:00,2026-02-23 16:00:00,2026-02-22 18:00:00,"부산광역시 남구 우암로 134, 3층(감만동)(조합사무실)",48489,부산광역시 남구 우암로,134 3층(감만동),부산광역시 남구 우암로 134 3층(감만동),감만1재개발사업조합공고제2026-4호,감만1재개발사업조합공고제2026-4호,False,True,False,False,False,False,e9ad8736-2ff6-4fd0-9fd4-949582d44b8f
R26BK01320233,000,0,000,감만1구역 재개발정비사업조합 성능기반내진설계 용역업체 선정을 위한 입찰공고,R26BK01320233000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000103452,감만1구역주택재개발정비사업조합,감만1구역주택재개발정비사업조합,UN00000446635,이재혁,UN00000446635,이재혁,0519270090,0519270091,sindo1133@naver.com,2026-02-05 16:34:21,2026-02-13 13:00:00,2026-02-23 15:00:00,2026-02-23 16:00:00,2026-02-22 18:00:00,"부산광역시 남구 우암로 134, 3층(감만동)(조합사무실)",48489,부산광역시 남구 우암로,134 3층(감만동),부산광역시 남구 우암로 134 3층(감만동),감만1재개발사업조합공고제2026-3호,감만1재개발사업조합공고제2026-3호,False,True,False,False,False,False,2a291233-a4a5-413a-8b6b-5f374225fbe8
R26BK01320196,000,0,000,감만1구역 재개발정비사업조합 도시계획 용역업체 선정을 위한 입찰공고,R26BK01320196000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000103452,감만1구역주택재개발정비사업조합,감만1구역주택재개발정비사업조합,UN00000446635,이재혁,UN00000446635,이재혁,0519270090,0519270091,sindo1133@naver.com,2026-02-05 16:29:23,2026-02-13 13:00:00,2026-02-23 15:00:00,2026-02-23 16:00:00,2026-02-22 18:00:00,"부산광역시 남구 우암로 134, 3층(감만동)(조합사무실)",48489,부산광역시 남구 우암로,134 3층(감만동),부산광역시 남구 우암로 134 3층(감만동),감만1재개발사업조합공고제2026-2호,감만1재개발사업조합공고제2026-2호,False,True,False,False,False,False,0bd80424-3246-49cd-a424-bfb273b2a484
R26BK01320044,000,0,000,"광양축구전용구장 E석, N석  관람 환경 개선",R26BK01320044000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000081200,주식회사 전남드래곤즈,주식회사 전남드래곤즈,UN00000471146,서진원,UN00000471146,서진원,0618150114,0618150119,sjw1205@dragons.co.kr,2026-02-05 16:29:15,2026-02-05 17:00:00,2026-02-19 17:00:00,2026-02-19 18:00:00,2026-02-18 18:00:00,전남드래곤즈 사업담당자 PC,57807,전라남도 광양시 백운로,1641-0 (금호동) 광양축구전용구장,전라남도 광양시 백운로 1641-0 (금호동) 광양축구전용구장,홍보마케팅실-26-00046,홍보마케팅실-26-00046,True,True,False,False,False,False,4d50de66-bfb4-4a07-8af0-7d6b0206ec39
R26BK01320143,000,0,000,2026년 제주SK FC 홈경기장 W석 리뉴얼 업무 용역,R26BK01320143000,공400001,등록공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000090874,제주유나이티드에프씨주식회사,제주유나이티드에프씨주식회사,UN00000119782,김태준,UN00000119782,김태준,,,football@sk.com,2026-02-05 16:17:44,,,2026-02-09 11:00:00,,제주SK FC 클럽하우스 회의실,63558,제주특별자치도 서귀포시 일주서로,166-31 (강정동),제주특별자치도 서귀포시 일주서로 166-31 (강정동),2026_0205_02,2026_0205_02,False,True,True,False,False,False,cf9d83b8-eb88-4a0d-b162-a8a060c833ab
R26BK01320084,000,0,000,2026년 제주에스케이에프씨 브랜드 홍보 용역,R26BK01320084000,공400001,등록공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000090874,제주유나이티드에프씨주식회사,제주유나이티드에프씨주식회사,UN00000119782,김태준,UN00000119782,김태준,,,football@sk.com,2026-02-05 16:07:35,,,2026-02-09 18:00:00,,제주SK FC 클럽하우스 회의실,63558,제주특별자치도 서귀포시 일주서로,166-31 (강정동),제주특별자치도 서귀포시 일주서로 166-31 (강정동),2026_0205_01,2026_0205_01,False,True,False,False,False,False,fb92e831-91bf-4a73-938a-117a62a6d0c0
R26BK01319793,000,0,000,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회 도시계획업체 선정  입찰 공고,R26BK01319793000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000013974,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회,UN00000571369,이양례,UN00000571369,이양례,01034112426,0313602346,leeyangrye63@naver.com,2026-02-05 15:23:53,2026-02-05 16:00:00,2026-02-13 15:00:00,2026-02-13 16:00:00,2026-02-12 18:00:00,안양8동 행정복지센터 주변 재개발사업 조합설립추진위원회 사무실,14093,경기도 안양시 만안구 성결대학로,"34 (안양동), 2층","경기도 안양시 만안구 성결대학로 34 (안양동), 2층",제2026-03호,제2026-03호,False,True,False,False,False,False,eefec629-60a9-4326-8de5-78ba159e8c45
R26BK01319557,000,1,000,2026년도 디지털 소외계층 지원사업  프로그램 운영을 위한 교육장비 임대,R26BK01319557000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000123407,사단법인 한국정보과학진흥협회,사단법인 한국정보과학진흥협회,UN00000174517,박승진,UN00000174517,박승진,,,iwin@kise.or.kr,2026-02-05 14:46:39,2026-02-06 09:00:00,2026-02-19 10:00:00,2026-02-19 11:00:00,2026-02-19 10:00:00,"한국정보과학진흥협회 사무국내 소회의실(1410호 대기, 1502호 발표장)",14056,경기도 안양시 동안구 벌말로,"123, 14층 1410호(관양동, 평촌스마트베이)","경기도 안양시 동안구 벌말로 123, 14층 1410호(관양동, 평촌스마트베이)",정보과학2026-01호,정보과학2026-01호,True,True,False,False,False,False,3f885d8e-64f7-40db-a0e2-5d8762929b01
R26BK01319527,000,1,000,태그하이브 2026년 IBS프로그램 디지털솔루션 기자재 제작 납품,R26BK01319527000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0000000002630,태그하이브 주식회사,태그하이브 주식회사,UN00000383363,윤경호,UN00000383363,윤경호,028815248,028815209,alex@tag-hive.com,2026-02-05 14:44:11,2026-02-05 18:00:00,2026-02-13 14:00:00,2026-02-13 15:00:00,2026-02-12 18:00:00,태그하이브 본사(송파구 문정동),05854,서울특별시 송파구 송파대로,201 (문정동) B동 604호,서울특별시 송파구 송파대로 201 (문정동) B동 604호,제2026-1호,제2026-1호,False,True,False,False,False,False,cc1ecadf-1a95-4595-aec9-c1818e64a5c4
R26BK01319412,000,0,000,퀸즈타운W사하  승강기 노후부품 교체공사,R26BK01319412000,공400001,등록공고,조070004,공사,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000112108,퀸즈타운W사하 관리단,퀸즈타운W사하 관리단,CM049308G0002,박동남,CM049308G0002,박동남,0512949374,0512949376,prosm5@nate.com,2026-02-05 14:24:53,,,2026-02-23 14:00:00,,퀸즈타운W사하 관리사무소,49423,부산광역시 사하구 비봉로,93-0 (신평동),부산광역시 사하구 비봉로 93-0 (신평동),20260205,20260205,False,True,False,False,False,False,46288365-adb8-40e8-9914-33f106c4f0ee
R26BK01319236,000,0,000,2026-2028회계연도 외부회계감사 업체 선정_외부감사인 선임,R26BK01319236000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000075843,(주)수협개발,(주)수협개발,UN00000577056,노인지,UN00000577056,노인지,,,nohinji@suhyup.co.kr,2026-02-05 13:58:48,,,2026-02-09 18:01:00,,(주)수협개발 본부,05542,서울특별시 송파구 올림픽로30길,5-0 (방이동) 정윤빌딩 2층,서울특별시 송파구 올림픽로30길 5-0 (방이동) 정윤빌딩 2층,수협개발26기획-021호,수협개발26기획-021호,False,True,True,False,False,False,98e4291a-3bb6-472f-8672-f0ae9d285ac3
R26BK01319044,000,0,000,퀸즈타운W사하 승강기 노후부품교체 공사,R26BK01319044000,공400001,등록공고,조070004,공사,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000112108,퀸즈타운W사하 관리단,퀸즈타운W사하 관리단,CM049308G0002,박동남,CM049308G0002,박동남,0512949374,0512949376,prosm5@nate.com,2026-02-05 13:50:09,,,2026-02-23 14:00:00,,퀸즈타운W사하관리사무소,49423,부산광역시 사하구 비봉로,93-0 (신평동),부산광역시 사하구 비봉로 93-0 (신평동),20230205,20230205,False,True,False,False,False,False,b4db2111-7725-4c13-bbdc-a4f86b59c69d
R26BK01319157,000,0,000,미술장식품 설치 업체 선정 입찰공고,R26BK01319157000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000073725,반포아파트(제3주구)주택재건축정비사업조합,반포아파트(제3주구)주택재건축정비사업조합,CM011198G0001,박혜정,CM011198G0001,박혜정,025333384,025952040,babyhelen@hanmail.net,2026-02-05 13:45:06,2026-02-05 14:00:00,2026-02-13 14:00:00,2026-02-13 15:00:00,2026-02-12 18:00:00,"조합사무실(서울시 서초구 사평대로 106, 서건빌딩 5층)",06548,서울특별시 서초구 신반포로,"38-0 제이동 205호  (반포동, 구반포상가)","서울특별시 서초구 신반포로 38-0 제이동 205호  (반포동, 구반포상가)",제2026-06호,제2026-06호,True,True,False,False,False,False,cfc158ae-5751-4f5b-8f29-4b3da36d2f4e
R26BK01319117,000,0,000,세화고 남단도로 도시계획시설 결정을 위한 교통영향평가 업체 선정 입찰공고,R26BK01319117000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000073725,반포아파트(제3주구)주택재건축정비사업조합,반포아파트(제3주구)주택재건축정비사업조합,CM011198G0001,박혜정,CM011198G0001,박혜정,025333384,025952040,babyhelen@hanmail.net,2026-02-05 13:40:16,2026-02-05 14:00:00,2026-02-13 14:00:00,2026-02-13 15:00:00,2026-02-12 18:00:00,"조합사무실(서울시 서초구 사평대로 106, 서건빌딩5층)",06548,서울특별시 서초구 신반포로,"38-0 제이동 205호  (반포동, 구반포상가)","서울특별시 서초구 신반포로 38-0 제이동 205호  (반포동, 구반포상가)",제2026-05호,제2026-05호,True,True,False,False,False,False,2757d545-1a8f-458f-b55f-283ac92bc38e
R26BK01278185,003,0,000,둔산지구 통합11구역 재건축정비사업 도시계획건축설계 컨소시엄 업체 선정 입찰 공고,R26BK01278185003,공400003,취소공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000013667,국화단지재건축추진준비위원회,국화단지재건축추진준비위원회,UN00000555398,박찬명,UN00000555398,박찬명,01088015512,01088015512,pcmlkj@naver.com,2026-02-05 13:31:44,2026-01-26 09:00:00,2026-02-06 11:00:00,2026-02-06 12:00:00,2026-02-05 18:00:00,국화신동아아파트 관리사무소 2층,35245,대전광역시 서구 둔산로,"201 (둔산동, 국화아파트) 102-1309","대전광역시 서구 둔산로 201 (둔산동, 국화아파트) 102-1309",제2026-02호,제2026-02호,False,True,False,False,False,False,
R26BK01319009,000,1,000,더케이제주호텔 청소장비 구매,R26BK01319009000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000090627,더케이제주호텔(주),더케이제주호텔(주),UN00000258297,김창진,UN00000258297,김창진,0647298275,0647298310,songwc26@hanmail.net,2026-02-05 13:19:58,2026-02-11 09:00:00,2026-02-13 14:00:00,2026-02-13 15:00:00,2026-02-12 17:00:00,담당자 PC,63165,제주특별자치도 제주시 탑동로,66-0 (삼도이동),제주특별자치도 제주시 탑동로 66-0 (삼도이동),총무구메-42,총무구메-42,True,True,False,False,True,False,2eb5a2d6-8c2b-4ec5-bb0d-28ee1be45a12
R26BK01318827,000,0,000,설계자 선정 입찰공고,R26BK01318827000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014009,종암8구역 주택정비형 재개발사업 조합설립추진위원회,종암8구역 주택정비형 재개발사업 조합설립추진위원회,UN00000573758,김기원,UN00000573758,김기원,01027015874,000000000,kgw1017@daum.net,2026-02-05 13:17:25,2026-02-20 09:00:00,2026-02-24 15:00:00,2026-02-24 17:00:00,2026-02-23 18:00:00,추진위원회 사무실,02795,서울특별시 성북구 월곡로6길,19 (종암동),서울특별시 성북구 월곡로6길 19 (종암동),종암8구역추진위공고제226-02-02호,종암8구역추진위공고제226-02-02호,True,True,False,False,False,False,3ddf2a8e-13da-4105-9311-d16df82ff7f1
R26BK01318802,000,0,000,정비사업전문관리업자 선정 입찰공고,R26BK01318802000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014009,종암8구역 주택정비형 재개발사업 조합설립추진위원회,종암8구역 주택정비형 재개발사업 조합설립추진위원회,UN00000573758,김기원,UN00000573758,김기원,01027015874,000000000,kgw1017@daum.net,2026-02-05 13:17:07,2026-02-20 09:00:00,2026-02-24 15:00:00,2026-02-24 16:00:00,2026-02-23 18:00:00,추진위원회 사무실,02795,서울특별시 성북구 월곡로6길,19 (종암동),서울특별시 성북구 월곡로6길 19 (종암동),종암8구역추진위공고제2026-02-01호,종암8구역추진위공고제2026-02-01호,True,True,False,False,False,False,6d7c42dd-6d85-4489-b3c8-4329ab3a4e10
R26BK01299272,001,0,000,승강기  리모델링공사,R26BK01299272001,공400003,취소공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0000000013796,여의도 롯데캐슬 엠파이어 상가 관리단,여의도 롯데캐슬 엠파이어 상가 관리단,UN00000560563,조우현,UN00000560563,조우현,01029803282,027633001,tony003696@naver.com,2026-02-05 13:04:13,2026-02-11 09:00:00,2026-02-13 10:00:00,2026-02-13 11:00:00,2026-02-12 18:00:00,당 상가 관리사무소 입찰담당자 컴퓨터,07331,서울특별시 영등포구 의사당대로,"127 (여의도동, 롯데캐슬엠파이어)","서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어)",여엠상260127-1,여엠상260127-1,False,True,False,False,False,False,
R26BK01316823,001,0,000,변호사_청산금 등 소송수행 용역 선정 입찰공고,R26BK01316823001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000091731,영등주공1단지아파트 재건축정비사업조합,영등주공1단지아파트 재건축정비사업조합,UN00000214442,이금식,UN00000214442,이금식,0638566225,0638586225,gum1970@naver.com,2026-02-05 10:35:02,2026-02-05 09:00:00,2026-02-25 14:00:00,2026-02-25 15:00:00,2026-02-24 18:00:00,영등주공1단지아파트 재건축 조합사무실,54628,전라북도 익산시 동서로,316-0 (영등동) 2층,전라북도 익산시 동서로 316-0 (영등동) 2층,2026-0204-01호,2026-0204-01호,False,True,False,False,False,False,baa6b61e-fa39-48fc-985c-8e2413af8465
R26BK01317630,000,0,000,심곡동 도원아파트 가로주택정비사업조합 명도소송 및 매도청구 관련 업무를 위한 변호사 선정 입찰공고,R26BK01317630000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000130074,심곡동도원아파트가로주택정비사업조합,심곡동도원아파트가로주택정비사업조합,UN00000194879,오세정,UN00000194879,오세정,0327103099,0327103089,dowon354@naver.com,2026-02-05 10:25:50,2026-02-05 10:30:00,2026-02-12 16:00:00,2026-02-12 19:00:00,2026-02-11 18:00:00,조합사무실,14633,경기도 부천시 원미구 장말로362번길,"19-0 (심곡동, 도원아파트) D동 101호","경기도 부천시 원미구 장말로362번길 19-0 (심곡동, 도원아파트) D동 101호",제2026-02-05호,제2026-02-05호,False,True,False,False,False,False,87e99305-5c70-42e9-bcae-efae884d1147
R26BK01317476,000,0,000,관양동 현대아파트 관리처분계획 타당성검증 대행용역 업체 선정 입찰공고,R26BK01317476000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000104262,관양동현대아파트지구재건축정비사업조합,관양동현대아파트지구재건축정비사업조합,UN00000486765,김정엽,UN00000486765,김정엽,01025773606,0313872244,hdaptjh36@naver.com,2026-02-05 09:27:03,2026-02-05 10:00:00,2026-02-13 10:00:00,2026-02-13 11:00:00,2026-02-12 18:00:00,조합사무실,13931,경기도 안양시 동안구 관평로,340-0 (관양동) 정수빌딩 2층,경기도 안양시 동안구 관평로 340-0 (관양동) 정수빌딩 2층,관양동현대아파트지구재건축정비사업조합공고제2026-3호,관양동현대아파트지구재건축정비사업조합공고제2026-3호,False,True,False,False,False,False,d5fa1056-d342-4378-9c03-4433207b2f56
R26BK01317753,000,0,000,하남쁘띠린 미화 용역 업체 선정 입찰 공고,R26BK01317753000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000128396,(주)대현종합관리,(주)대현종합관리,UN00000173280,장초휘,UN00000173280,장초휘,01099075376,0552611546,jch5375@naver.com,2026-02-04 20:50:14,2026-02-04 21:00:00,2026-02-09 17:00:00,2026-02-09 18:00:00,2026-02-08 18:00:00,(주)대현종합관리 본사 사무소,51522,경상남도 창원시 성산구 중앙대로,동성올림픽타운 804호,경상남도 창원시 성산구 중앙대로 동성올림픽타운 804호,DH-202602,DH-202602,True,True,False,False,False,False,bee753c5-cb90-4ce6-834e-03d4c290993e
R26BK01317749,000,0,000,하남쁘띠린 경비 용역업체 선정 입찰 공고,R26BK01317749000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000128396,(주)대현종합관리,(주)대현종합관리,UN00000173280,장초휘,UN00000173280,장초휘,01099075376,0552611546,jch5375@naver.com,2026-02-04 20:48:01,2026-02-04 21:00:00,2026-02-09 17:00:00,2026-02-09 18:00:00,2026-02-08 18:00:00,(주)대현종합관리 본사 사무소,51522,경상남도 창원시 성산구 중앙대로,동성올림픽타운 804호,경상남도 창원시 성산구 중앙대로 동성올림픽타운 804호,DH-202601,DH-202601,True,True,False,False,False,False,5df33e48-0a60-40d6-b83f-15b069e6ee64
R26BK01317733,001,0,000,하남쁘띠린 경비용역업체 선정 입찰 공고,R26BK01317733001,공400003,취소공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000128396,(주)대현종합관리,(주)대현종합관리,UN00000173280,장초휘,UN00000173280,장초휘,01099075376,0552611546,jch5375@naver.com,2026-02-04 20:45:08,2026-02-05 09:00:00,2026-02-09 17:00:00,2026-02-09 18:00:00,2026-02-08 18:00:00,(주)대현종합관리 본사 사무소,51522,경상남도 창원시 성산구 중앙대로,동성올림픽타운 804호,경상남도 창원시 성산구 중앙대로 동성올림픽타운 804호,dh-202601,dh-202601,True,True,False,False,False,False,
R26BK01311480,000,0,000,승강기 리모델링 공사,R26BK01311480000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0000000013796,여의도 롯데캐슬 엠파이어 상가 관리단,여의도 롯데캐슬 엠파이어 상가 관리단,UN00000560563,조우현,UN00000560563,조우현,01029803282,027633001,tony003696@naver.com,2026-02-04 18:07:38,2026-02-19 09:00:00,2026-02-24 17:00:00,2026-02-26 15:00:00,2026-02-23 18:00:00,당 상가 관리사무소 담당자 컴퓨터,07331,서울특별시 영등포구 의사당대로,"127 (여의도동, 롯데캐슬엠파이어)","서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어)",여엠상260203-1,여엠상260203-1,False,True,False,False,False,False,4d3e7e7c-1d51-4cbc-b3a0-605ae5e5f19a
R26BK01317310,000,0,000,영동한양빌라 가로주택정비사업 협력업체 PM 선정을 위한 입찰 2차 공고,R26BK01317310000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000003621,"영동,한양빌라가로주택정비사업조합","영동,한양빌라가로주택정비사업조합",UN00000571626,신상만,UN00000571626,신상만,025433553,025433552,cdod222@naver.com,2026-02-04 17:47:06,2026-02-04 19:00:00,2026-02-19 10:00:00,2026-02-19 11:00:00,2026-02-18 18:00:00,조합사무실,06063,서울특별시 강남구 도산대로78길,"26-1, 102호 (청담동)","서울특별시 강남구 도산대로78길 26-1, 102호 (청담동)",공고제2026-02-04호,공고제2026-02-04호,True,True,False,False,False,False,7b8bcced-b9a6-4c82-93ef-0ddc2e9f167e
R26BK01317281,001,0,000,한국전력기술 사옥 시설물 정밀안전진단 용역,R26BK01317281001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000106069,한전기술서비스 주식회사,한전기술서비스 주식회사,C210817941901,김소희,C210817941901,김소희,0544216005,0544216009,ksh@k-encs.com,2026-02-04 17:43:10,2026-02-04 17:50:00,2026-02-12 14:00:00,2026-02-12 15:00:00,2026-02-11 18:00:00,한전기술서비스(주) 입찰담당자 PC,39660,경상북도 김천시 혁신로,269-0 (율곡동),경상북도 김천시 혁신로 269-0 (율곡동),M042664,M042664,False,True,False,True,True,False,db86b6a3-2742-4949-84ca-d13902fd40ec
R26BK01317308,000,0,000,서봉덕 주택재개발정비사업 세무회계 용역 입찰공고,R26BK01317308000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000088303,서봉덕 주택재개발 정비사업조합,서봉덕 주택재개발 정비사업조합,CM025490G0001,이을선,CM025490G0001,이을선,0534777161,0534777162,seobongduk@daum.net,2026-02-04 17:22:21,2026-02-05 10:00:00,2026-02-12 14:00:00,2026-02-12 15:00:00,2026-02-11 18:00:00,서봉덕 주택재개발정비사업조합 사무실,42442,대구광역시 남구 중앙대로22길,187-0 (봉덕동),대구광역시 남구 중앙대로22길 187-0 (봉덕동),서봉덕주택재개발정비사업조합공고제2026-05호,서봉덕주택재개발정비사업조합공고제2026-05호,True,True,False,False,False,False,fe39da44-b31e-4afd-983c-61c6bd81857d
R26BK01317286,000,0,000,서봉덕 재개발정비사업 건설폐기물 운반 및 처리용역,R26BK01317286000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000088303,서봉덕 주택재개발 정비사업조합,서봉덕 주택재개발 정비사업조합,CM025490G0001,이을선,CM025490G0001,이을선,0534777161,0534777162,seobongduk@daum.net,2026-02-04 17:16:48,2026-02-05 10:00:00,2026-02-12 14:00:00,2026-02-12 15:00:00,2026-02-11 18:00:00,서봉덕 재개발정비사업조합 사무실,42442,대구광역시 남구 중앙대로22길,187-0 (봉덕동),대구광역시 남구 중앙대로22길 187-0 (봉덕동),서봉덕주택재개발정비사업조합공고제2026-04호,서봉덕주택재개발정비사업조합공고제2026-04호,True,True,False,False,True,False,c9471b1a-cc35-4dc9-a17b-c80ca3242eb0
R26BK01317255,000,0,000,서봉덕 재개발정비사업 토양오염 정화용역,R26BK01317255000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000088303,서봉덕 주택재개발 정비사업조합,서봉덕 주택재개발 정비사업조합,CM025490G0001,이을선,CM025490G0001,이을선,0534777161,0534777162,seobongduk@daum.net,2026-02-04 17:11:09,2026-02-05 10:00:00,2026-02-12 14:00:00,2026-02-12 15:00:00,2026-02-11 18:00:00,서봉덕 재개발정비사업조합 사무실,42442,대구광역시 남구 중앙대로22길,187-0 (봉덕동),대구광역시 남구 중앙대로22길 187-0 (봉덕동),서봉덕주택재개발정비사업조합공고제2026-03호,서봉덕주택재개발정비사업조합공고제2026-03호,True,True,False,False,True,False,3264b7b8-deb7-4bbd-a972-37274d30f441
R26BK01317242,000,0,000,서봉덕 재개발정비사업 매립토 선별 및 처리용역 입찰공고,R26BK01317242000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000088303,서봉덕 주택재개발 정비사업조합,서봉덕 주택재개발 정비사업조합,CM025490G0001,이을선,CM025490G0001,이을선,0534777161,0534777162,seobongduk@daum.net,2026-02-04 17:07:43,2026-02-05 10:00:00,2026-02-12 14:00:00,2026-02-12 15:00:00,2026-02-11 18:00:00,서봉덕 재개발정비사업조합 사무실,42442,대구광역시 남구 중앙대로22길,187-0 (봉덕동),대구광역시 남구 중앙대로22길 187-0 (봉덕동),서봉덕주택재개발정비사업조합공고제2026-02호,서봉덕주택재개발정비사업조합공고제2026-02호,True,True,False,False,True,False,76485bb1-c73c-4394-acb5-cdb0257b424e
R26BK01316249,000,1,000,청량리 롯데캐슬 하이루체 조합보유분 상가 매각 입찰공고,R26BK01316249000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030027,최고가,IN0100000102018,청량리제7구역주택재개발정비사업조합,청량리제7구역주택재개발정비사업조합,UN00000569683,정세윤,UN00000569683,정세윤,,,cheongnyang-ri7@naver.com,2026-02-04 17:03:03,,,2026-02-11 15:00:00,,청량리제7구역 주택재개발정비사업조합 사무실,02488,서울특별시 동대문구 왕산로,247-1 (청량리동),서울특별시 동대문구 왕산로 247-1 (청량리동),청량리제7구역주택재개발정비사업조합제2026-02호,청량리제7구역주택재개발정비사업조합제2026-02호,True,True,False,False,False,False,779b8853-0c1e-4d53-99db-91e2593c1be6
R26BK01316036,001,0,000,공성농협 농산물유통센터 신축공사 - 소방,R26BK01316036001,공400002,변경공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000092695,공성농업협동조합,공성농업협동조합,UN00000142377,김태호,UN00000142377,김태호,0545323900,0455310609,nh743080-1@nonghyup.com,2026-02-04 16:55:18,2026-02-04 14:00:00,2026-02-24 14:00:00,2026-02-24 15:00:00,2026-02-23 18:00:00,전자개찰,37267,경상북도 상주시 공성면 공성중앙로,96-0,경상북도 상주시 공성면 공성중앙로 96-0,공성농협공고제2026-5호,공성농협공고제2026-5호,True,True,False,False,False,False,8383114e-2417-4ee2-8a5c-5ed4ddc5ef5c
